Protein Id	Gene Symbol	Description	Group ID	Number of peptides	Collapsed	Parsimony	default~rq_126_sn sum	default~rq_127n_sn sum	default~rq_127c_sn sum	default~rq_128n_sn sum	default~rq_128c_sn sum	default~rq_129n_sn sum	default~rq_129c_sn sum	default~rq_130n_sn sum	default~rq_130c_sn sum	default~rq_131_sn sum	default~rq_131c_sn sum
sp|O75179|ANR17_HUMAN	ANKRD17	ANR17_HUMAN Ankyrin repeat domain-containing protein 17	2054	100	C	UR	16346.6	10364.6	13038.6	12774.7	14410.6	14892.7	20400.7	18050.2	21035.7	13814.3	15072.9
sp|Q9NWF9-1|RN216_HUMAN	RNF216	RN216_HUMAN Isoform 2 of E3 ubiquitin-protein ligase RNF216	2054	10	C	UR	684.685	1186.99	920.928	1655.97	1088.35	1996.65	938.226	1670.3	2192.05	1735.99	1526.71
sp|Q9P2N6|KANL3_HUMAN	KANSL3	KANL3_HUMAN KAT8 regulatory NSL complex subunit 3	2055	33	C	UR	2622.41	2628.96	4069.57	3057.29	2832	5090.45	5979.49	5742.31	5081.91	4441.01	4044.9
sp|Q9Y485|DMXL1_HUMAN	DMXL1	DMXL1_HUMAN DmX-like protein 1	2056	43	C	UR	7167.07	6933.01	3129.61	6171.97	7371.64	3176.86	4766.99	4195.32	5033.06	4924.94	4973.97
sp|Q8TDJ6-3|DMXL2_HUMAN	DMXL2	DMXL2_HUMAN Isoform 3 of DmX-like protein 2	2056	36	C	UR	11759.8	2804.88	4176.58	5640.24	3495.97	3445.24	3097.93	5723.6	3479.62	4260.57	3740.51
sp|Q5T6F0|DCA12_HUMAN	DCAF12	DCA12_HUMAN DDB1- and CUL4-associated factor 12	2057	3	C	UR	94.0843	445.578	471.405	305.588	182.718	295.925	370.871	163.506	666.278	143.188	330.622
sp|P30519|HMOX2_HUMAN	HMOX2	HMOX2_HUMAN Heme oxygenase 2	2058	134	C	UR	38398.2	25502.5	13026	16365	13859	18683.7	26563.4	19426.2	14323.2	17404	17217.4
sp|Q9NYD6|HXC10_HUMAN	HOXC10	HXC10_HUMAN Homeobox protein Hox-C10	2059	8	C	UR	1315.65	1150.46	1245.81	2198.24	2049.74	282.737	218.985	649.151	172.635	452.828	418.386
sp|Q08AI8|CB054_HUMAN	C2orf54	CB054_HUMAN Uncharacterized protein C2orf54	2060	44	C	UR	3019.13	713.897	29096.8	1470.66	27880.5	1409.67	2200.29	1506.12	1405.95	1902.88	2423.11
sp|Q13164|MK07_HUMAN	MAPK7	MK07_HUMAN Mitogen-activated protein kinase 7	2061	6	C	UR	517.82	570.576	351.652	569.025	456.377	1047.58	1260.29	1154.45	1026.05	747.821	932.31
sp|O60281|ZN292_HUMAN	ZNF292	ZN292_HUMAN Zinc finger protein 292	2062	42	C	UR	3329.62	4307.67	6703.65	3503.34	5013.85	7404.6	9912.15	11124	7783.51	6010.67	5849.01
sp|O00515|LAD1_HUMAN	LAD1	LAD1_HUMAN Ladinin-1	2063	118	C	UR	14166.8	31700.6	25140.1	12197.3	19485.5	2723.05	19816.9	2305.2	3962.29	16589.1	23440.6
sp|P14649|MYL6B_HUMAN	MYL6B	MYL6B_HUMAN Myosin light chain 6B	2064	67	C	UR	6966.34	8716	9853.24	7179.71	9479.31	9572.18	11261.9	9677.14	9769.28	9111.21	9182.49
sp|P60660-2|MYL6_HUMAN	MYL6	MYL6_HUMAN Isoform Smooth muscle of Myosin light polypeptide 6	2064	80	C	UR	8839.72	13147	5290.12	14156.9	20100.7	10084	11270.6	11233.3	20218	13232.8	15529
sp|P60660|MYL6_HUMAN	MYL6	MYL6_HUMAN Myosin light polypeptide 6	2064	1	C	UR	14.584	9.67551	12.6996	17.0178	16.5991	14.1698	28.5935	21.4661	34.3401	15.8316	46.2055
tr|G3V1V0|G3V1V0_HUMAN	MYL6	G3V1V0_HUMAN Myosin light polypeptide 6	2064	6	C	UR	469.983	819.954	275.316	920.48	1707.16	628.945	396.177	645.583	1006.68	1081.85	546.614
sp|P61088|UBE2N_HUMAN	UBE2N	UBE2N_HUMAN Ubiquitin-conjugating enzyme E2 N	2065	71	C	UR	9094.19	15426.1	21149.8	19273.7	22999.1	18011.2	20049.4	16145.2	19469.6	12735.8	13119.5
sp|P41252|SYIC_HUMAN	IARS	SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic	2066	318	C	UR	71996.6	60188.3	57689.5	52224.9	64194.6	51745.5	32140.1	35598.9	38098.6	46181.6	41596.7
sp|Q8N5Y2|MS3L1_HUMAN	MSL3	MS3L1_HUMAN Male-specific lethal 3 homolog	2067	16	C	UR	1435.96	1832.57	4860.64	2361.73	2369.07	2324.36	1944.86	2362.88	2905.67	2467.39	2122.23
sp|P0C860|MS3L2_HUMAN	MSL3P1	MS3L2_HUMAN Putative male-specific lethal-3 protein-like 2	2067	2	C	UR	179.114	97.2575	1039.01	108.054	177.498	118.411	129.962	250.364	176.527	192.58	182.527
sp|P61158|ARP3_HUMAN	ACTR3	ARP3_HUMAN Actin-related protein 3	2068	180	C	UR	22293	34588.4	21509.3	32534.1	26924.1	28301.9	33596.7	30011.6	35014.6	26625.5	26818.1
sp|Q9P1U1|ARP3B_HUMAN	ACTR3B	ARP3B_HUMAN Actin-related protein 3B	2068	34	C	UR	4390.89	6315.03	4289.36	5516.65	5173.28	4952.07	5237.16	4812.37	5238.79	4602.59	4776.64
sp|Q9BYK8|HELZ2_HUMAN	HELZ2	HELZ2_HUMAN Helicase with zinc finger domain 2	2069	51	C	UR	5772.27	8677.31	2738.36	5446.27	1851.67	7101.86	3307.23	5744.23	3112.27	6735.99	5626.24
sp|Q92604|LGAT1_HUMAN	LPGAT1	LGAT1_HUMAN Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	2070	27	C	UR	1364.2	9756.33	5808.23	5315.38	3656.83	3023.24	1800.9	1284.9	2043.48	2868.46	2781.88
sp|Q7Z7G8|VP13B_HUMAN	VPS13B	VP13B_HUMAN Vacuolar protein sorting-associated protein 13B	2071	50	C	UR	8767.66	6908.8	6206.09	9687.71	8982.3	4060.98	5865.19	6980.84	5176.16	6269.98	5796.67
sp|O95777|NAA38_HUMAN	NAA38	NAA38_HUMAN N-alpha-acetyltransferase 38, NatC auxiliary subunit	2072	18	C	UR	2210.02	1283.74	2471.26	1468.74	1752.71	2449.82	2050.82	1523.97	1945.58	2059.06	2330.73
sp|Q9UHD1|CHRD1_HUMAN	CHORDC1	CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1	2073	105	C	UR	7321.83	7440.41	14426.2	12542.1	6627.89	37140	19177.6	60198.9	24012.6	16964.1	14168.2
sp|O15360|FANCA_HUMAN	FANCA	FANCA_HUMAN Fanconi anemia group A protein	2074	7	C	UR	694.106	707.728	688.752	803.224	539.164	952.595	792.312	1461.38	1061.63	905.379	882.626
sp|Q6ZU65|UBN2_HUMAN	UBN2	UBN2_HUMAN Ubinuclein-2	2075	22	C	UR	4346.24	4576.65	3884.57	3671.54	3291.56	4220.58	4316	3262.62	2607.57	3278.54	3464.73
sp|Q9H6A9|PCX3_HUMAN	PCNXL3	PCX3_HUMAN Pecanex-like protein 3	2076	13	C	UR	1248.96	742.255	1114.74	903.397	1231.24	1178.95	1254.56	1001.91	904.764	1092.16	1072.54
sp|Q8IWE5|PKHM2_HUMAN	PLEKHM2	PKHM2_HUMAN Pleckstrin homology domain-containing family M member 2	2077	30	C	UR	5070.63	7391.56	2959.1	3531.06	3152.9	5083.95	7402.55	3420.77	7428.47	4354.47	4541.87
sp|Q9Y5W3|KLF2_HUMAN	KLF2	KLF2_HUMAN Krueppel-like factor 2	2078	1	C	UR	54.0734	34.2689	22.0577	67.6879	25.3444	53.7282	21.7465	136.047	39.6106	44.0789	32.6063
sp|Q92733|PRCC_HUMAN	PRCC	PRCC_HUMAN Proline-rich protein PRCC	2079	89	C	UR	13227.2	11895.6	18262.1	19273.2	17370.7	18821.5	12504.2	10659.2	9882.13	11321.8	13412.6
sp|Q12906-7|ILF3_HUMAN	ILF3	ILF3_HUMAN Isoform 7 of Interleukin enhancer-binding factor 3	2080	482	C	UR	82464.9	72593.8	64125.2	61147.2	66178	78405	83083	94407.6	85426.7	84808.3	86533.6
sp|Q12906|ILF3_HUMAN	ILF3	ILF3_HUMAN Interleukin enhancer-binding factor 3	2080	14	C	UR	2796.11	1604.63	2017.57	1638.5	2146.85	2461.41	2554.38	3455.98	2492.78	2832.91	2306.43
sp|Q96SI9|STRBP_HUMAN	STRBP	STRBP_HUMAN Spermatid perinuclear RNA-binding protein	2080	85	C	UR	14649.6	14944.3	14575.2	23529.6	13034.6	10600.2	19638.1	11618.5	11810.9	11920.5	11594.1
sp|P63244|GBLP_HUMAN	GNB2L1	GBLP_HUMAN Guanine nucleotide-binding protein subunit beta-2-like 1	2081	270	C	UR	31010.7	28810.7	25568.3	33065.7	29524.9	48790.6	45927.5	43736.4	40929.2	40114.8	38558.4
sp|Q6IA69|NADE_HUMAN	NADSYN1	NADE_HUMAN Glutamine-dependent NAD(+) synthetase	2082	32	C	UR	5126.87	11660.8	3729.17	3959.41	2744.82	2695.09	2301.34	1512.77	2611.34	4033.31	3587.25
sp|Q6IA17|SIGIR_HUMAN	SIGIRR	SIGIR_HUMAN Single Ig IL-1-related receptor	2083	14	C	UR	4449	5084.16	2018.01	1850.62	2577.52	492.346	1137.18	470.264	502.709	954.947	927.119
sp|Q9H8H0|NOL11_HUMAN	NOL11	NOL11_HUMAN Nucleolar protein 11	2084	104	C	UR	13645.5	14056.5	12258.7	15131.1	10579.5	29885.8	31774.5	25997.7	19979.6	38556.1	31761.5
sp|P36957|ODO2_HUMAN	DLST	ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	2085	211	C	UR	57967.7	34861.4	57851.6	29275.7	39617.7	23068.4	37995.7	28415	22013.3	31656.2	28236.5
sp|Q70E73|RAPH1_HUMAN	RAPH1	RAPH1_HUMAN Ras-associated and pleckstrin homology domains-containing protein 1	2086	103	C	UR	22542.3	21867.3	19367	14844.6	14761.6	13478.4	7451.74	28341.5	23857.3	18447.8	18143.4
sp|Q86YM7|HOME1_HUMAN	HOMER1	HOME1_HUMAN Homer protein homolog 1	2087	12	C	UR	1234.84	2341.04	526.311	4601.09	1962.88	1400.17	2834.78	1908.19	1698.42	1361.83	1452.1
sp|Q9NSC5|HOME3_HUMAN	HOMER3	HOME3_HUMAN Homer protein homolog 3	2087	32	C	UR	3179.71	4521.98	15039.9	6801.53	5476.05	4760.63	4253.11	4737.67	6092.15	4049.09	4696.63
sp|Q9NSB8|HOME2_HUMAN	HOMER2	HOME2_HUMAN Homer protein homolog 2	2087	13	C	UR	1132.89	2493.75	556.818	2379.41	2741.2	1310.22	2756.36	1742.34	3219.52	1437.63	1416.35
sp|P09874|PARP1_HUMAN	PARP1	PARP1_HUMAN Poly [ADP-ribose] polymerase 1	2088	460	C	UR	72794.6	88380.9	113226	105296	118730	100196	80439.9	86356.2	58412.2	62382	62820.1
sp|O95208|EPN2_HUMAN	EPN2	EPN2_HUMAN Epsin-2	2089	44	C	UR	4654.32	6381.49	3355.1	6035.38	4687.07	3772.41	14167.6	6982.65	5171.67	8447.3	8368.12
tr|I3L356|I3L356_HUMAN	EPN2	I3L356_HUMAN Epsin-2 (Fragment)	2089	6	C	UR	820.827	1504.9	500.534	1161.08	752.249	663.071	2717.03	1061.77	1114.98	1260.49	1199.28
sp|Q9H201|EPN3_HUMAN	EPN3	EPN3_HUMAN Epsin-3	2089	32	C	UR	4435.17	5897.31	7674.89	11351.3	13609.1	1934.28	3856.85	1271.9	1475.73	2765.18	3097.12
sp|Q9Y6I3|EPN1_HUMAN	EPN1	EPN1_HUMAN Epsin-1	2089	76	C	UR	4596.29	8224.86	8856.97	9530.75	12979.7	10947.2	7458.86	7809.15	11628.1	7341.24	7114.7
sp|Q8NC56|LEMD2_HUMAN	LEMD2	LEMD2_HUMAN LEM domain-containing protein 2	2090	76	C	UR	8516.04	15561.8	18978.7	10563.1	11772.9	8772.3	9958.54	8248.72	10271.7	13147.3	12791.3
sp|P10588|NR2F6_HUMAN	NR2F6	NR2F6_HUMAN Nuclear receptor subfamily 2 group F member 6	2091	23	C	UR	2016.75	2483.48	1693.03	3587.69	2394.87	3083.15	2304.78	988.766	1276.95	1856.14	1805.24
sp|P24468|COT2_HUMAN	NR2F2	COT2_HUMAN COUP transcription factor 2	2091	21	C	UR	667.656	2001.19	2194.97	2033.2	2715.17	2076.74	1939.7	7220.84	1913.62	5251.4	4585.4
sp|Q9BZ29-4|DOCK9_HUMAN	DOCK9	DOCK9_HUMAN Isoform 4 of Dedicator of cytokinesis protein 9	2092	63	C	UR	6027.06	5810.72	7923.83	10592.9	29298	8370.52	6308.35	8730.54	11912.2	12876.7	12196.5
sp|Q5JSL3|DOC11_HUMAN	DOCK11	DOC11_HUMAN Dedicator of cytokinesis protein 11	2092	12	C	UR	1321.18	1269.13	1835.14	1146.46	604.255	2729.8	4011.65	1927.14	1543.07	2171.16	2516.13
sp|Q96BY6|DOC10_HUMAN	DOCK10	DOC10_HUMAN Dedicator of cytokinesis protein 10	2092	15	C	UR	1225.12	2227.78	1152.23	1919.86	2483.13	2833.78	1842.57	2610.92	3572.99	3171.68	2976.96
sp|Q8TCG2|P4K2B_HUMAN	PI4K2B	P4K2B_HUMAN Phosphatidylinositol 4-kinase type 2-beta	2093	33	C	UR	4784.65	4759.73	3820.6	4422.58	9284.74	3808.79	3593	4232.19	4437.11	4436.58	3924.05
sp|Q15050|RRS1_HUMAN	RRS1	RRS1_HUMAN Ribosome biogenesis regulatory protein homolog	2094	81	C	UR	12824.1	11297.7	8115.08	8293.64	11030	13597	20021.3	15422.1	12370.9	13662.1	15476.2
sp|Q9Y608|LRRF2_HUMAN	LRRFIP2	LRRF2_HUMAN Leucine-rich repeat flightless-interacting protein 2	2095	40	C	UR	3215.66	4014.59	3101.7	4448.62	4587	7791.96	5401.45	7676.96	1626.17	4741.58	4329.05
sp|Q32MZ4|LRRF1_HUMAN	LRRFIP1	LRRF1_HUMAN Leucine-rich repeat flightless-interacting protein 1	2095	184	C	UR	33569.8	22839.9	26655	45010.5	62759	35933.8	23872.1	23520.2	36428.7	22409	25057.6
sp|Q32MZ4-4|LRRF1_HUMAN	LRRFIP1	LRRF1_HUMAN Isoform 4 of Leucine-rich repeat flightless-interacting protein 1	2095	10	C	UR	896.023	844.006	1005.6	1030.4	928.98	1267.58	901.56	869.523	2429.23	1085.61	1283.83
sp|Q86U44|MTA70_HUMAN	METTL3	MTA70_HUMAN N6-adenosine-methyltransferase 70 kDa subunit	2096	68	C	UR	7750.16	8895.01	14013.5	14286.3	12647.9	9684.19	14447.1	14612	12145.6	11901.8	12692.8
sp|Q9H788|SH24A_HUMAN	SH2D4A	SH24A_HUMAN SH2 domain-containing protein 4A	2097	45	C	UR	2213.22	2374.56	3664.01	4885.21	4760.2	6698.56	7410.37	10075.4	6915.11	7835.62	8722.1
sp|Q96DV4|RM38_HUMAN	MRPL38	RM38_HUMAN 39S ribosomal protein L38, mitochondrial	2098	83	C	UR	18755.6	13753.4	21737.9	11912.8	10464.4	12957	11476.1	7747.71	9648.73	12668.5	13121.4
sp|P50851|LRBA_HUMAN	LRBA	LRBA_HUMAN Lipopolysaccharide-responsive and beige-like anchor protein	2099	255	C	UR	61466.5	30133	66526	49794.3	90536.4	20109	32739.5	18248	20038.6	28876.9	26483.9
tr|F5H1X8|F5H1X8_HUMAN	LRBA	F5H1X8_HUMAN Lipopolysaccharide-responsive and beige-like anchor protein	2099	3	C	UR	1349.35	668.256	1370.5	917.202	1978.67	334.781	686.424	280.853	424.683	261.677	736.021
sp|Q8NFP9|NBEA_HUMAN	NBEA	NBEA_HUMAN Neurobeachin	2099	25	C	UR	4540.11	2479.12	4912.58	3890.46	6350.13	1779.37	2579.29	1574.43	1755.94	2294.34	2216.28
sp|Q02218|ODO1_HUMAN	OGDH	ODO1_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial	2100	306	C	UR	114849	72744.3	72973.3	37707.2	49410.1	31985.9	32505.1	31063.5	24646.6	46309.2	50340.5
sp|Q02218-2|ODO1_HUMAN	OGDH	ODO1_HUMAN Isoform 2 of 2-oxoglutarate dehydrogenase, mitochondrial	2100	4	C	UR	1449.61	632.227	661.98	430.206	277.399	199.531	352.926	229.954	146.838	383.883	419.08
sp|Q9ULD0|OGDHL_HUMAN	OGDHL	OGDHL_HUMAN 2-oxoglutarate dehydrogenase-like, mitochondrial	2100	13	C	UR	344.763	596.115	1333.18	1244.49	718.276	1578.89	6777.95	1645.97	1425.09	1486.51	1314.95
sp|Q8IYA6|CKP2L_HUMAN	CKAP2L	CKP2L_HUMAN Cytoskeleton-associated protein 2-like	2101	28	C	UR	2701.81	3400.72	3320.91	3214.56	2574.86	6417.19	4261.31	13869.7	7899.04	5287.12	4915.36
sp|Q9UJZ1|STML2_HUMAN	STOML2	STML2_HUMAN Stomatin-like protein 2, mitochondrial	2102	153	C	UR	17577.1	29361.6	17695.7	20426.1	9320.42	15046.5	17935.5	20844.7	24008.3	15411.3	14449.8
sp|Q13535|ATR_HUMAN	ATR	ATR_HUMAN Serine/threonine-protein kinase ATR	2103	79	C	UR	9580.52	7196.4	8055.71	9143.44	10222	15254.8	29346.1	9705.41	11105.2	14490.8	12414.8
sp|Q9HCS7|SYF1_HUMAN	XAB2	SYF1_HUMAN Pre-mRNA-splicing factor SYF1	2104	122	C	UR	21471.8	10871.4	16590.3	13211	12588.5	22726.9	21207.1	20695.2	15945.1	22835.4	20355.2
sp|O95049-2|ZO3_HUMAN	TJP3	ZO3_HUMAN Isoform 2 of Tight junction protein ZO-3	2105	45	C	UR	13126.2	9056.75	6919.68	8154.96	9419.84	1711.67	2873.4	1399.78	1389.2	2636.97	2912.98
sp|P55268|LAMB2_HUMAN	LAMB2	LAMB2_HUMAN Laminin subunit beta-2	2106	74	C	UR	7607.08	9254.14	8256.18	13467.2	7931.83	13579.8	14649.9	13452.8	5950.65	8760.55	8437
sp|P37088-2|SCNNA_HUMAN	SCNN1A	SCNNA_HUMAN Isoform 2 of Amiloride-sensitive sodium channel subunit alpha	2107	11	C	UR	3382.52	369.128	2729.78	2883.15	1430.29	868.982	1486.88	214.784	232.795	804.064	1116.67
sp|Q70J99-3|UN13D_HUMAN	UNC13D	UN13D_HUMAN Isoform 3 of Protein unc-13 homolog D	2108	74	C	UR	3481.6	2771.24	26204.5	21444.9	3959.4	5651.42	2608.1	8610.27	4901.6	19368.7	18672.2
sp|Q02086|SP2_HUMAN	SP2	SP2_HUMAN Transcription factor Sp2	2109	17	C	UR	1230.63	1059.72	1247.77	1718.27	1648.15	2030.2	2137.05	1941.39	2336.73	1814.84	1843.5
sp|Q9BV73|CP250_HUMAN	CEP250	CP250_HUMAN Centrosome-associated protein CEP250	2110	27	C	UR	1454.53	2878.76	1651.08	3419.9	1946.51	3876.99	2237.8	3198.08	5433.6	3869.58	3543.09
sp|Q9NW68|BSDC1_HUMAN	BSDC1	BSDC1_HUMAN BSD domain-containing protein 1	2111	55	C	UR	13760.2	4882.05	8300.66	8585.99	14606.1	7234.7	8345.04	5993.26	6840.07	5493.78	6242.84
sp|Q96SZ6|CK5P1_HUMAN	CDK5RAP1	CK5P1_HUMAN CDK5 regulatory subunit-associated protein 1	2112	37	C	UR	2973.93	4031.39	6032.15	3820.02	3389.93	6161.77	5475.07	6044.75	4159.37	5876.75	5689.47
sp|Q96DB5|RMD1_HUMAN	RMDN1	RMD1_HUMAN Regulator of microtubule dynamics protein 1	2113	56	C	UR	14478.1	13943.2	11948.2	7578.86	8563.86	8391.41	6031.9	8219.6	7082.57	13889.8	12326.6
sp|Q6ZXV5|TMTC3_HUMAN	TMTC3	TMTC3_HUMAN Transmembrane and TPR repeat-containing protein 3	2113	62	C	UR	4241.99	15205.5	11454.5	10573.3	11715.6	9095.56	14219	6718.7	11342.5	13099.4	13478.7
sp|Q5T4D3-3|TMTC4_HUMAN	TMTC4	TMTC4_HUMAN Isoform 3 of Transmembrane and TPR repeat-containing protein 4	2113	8	C	UR	714.428	2487.02	2744.66	2061.43	1066.8	925.753	896.892	656.162	1170.75	940.134	889.344
sp|P30530|UFO_HUMAN	AXL	UFO_HUMAN Tyrosine-protein kinase receptor UFO	2113	54	C	UR	985.376	854.562	981.225	1110.03	1054.24	10333.1	2120.17	14015.9	21468.1	12695.8	10864.3
sp|Q12866|MERTK_HUMAN	MERTK	MERTK_HUMAN Tyrosine-protein kinase Mer	2113	5	C	UR	1686.69	1285.15	1724.14	801.516	902.043	1003.16	649.322	1058.47	847.069	2427.13	1922.42
sp|Q9Y5X1|SNX9_HUMAN	SNX9	SNX9_HUMAN Sorting nexin-9	2114	55	C	UR	3587.7	10642.4	13020	7064.81	11360.7	16873.2	6529.32	10203.8	22163.9	7562.64	7905.93
sp|Q9NV66|TYW1_HUMAN	TYW1	TYW1_HUMAN tRNA wybutosine-synthesizing protein 1 homolog	2115	22	C	UR	6119.08	3777.56	2732.37	2494.98	3513.78	2370.43	4072.97	2912.53	2218.75	3950.04	4010.27
sp|Q8N137-2|CNTRB_HUMAN	CNTROB	CNTRB_HUMAN Isoform 2 of Centrobin	2116	8	C	UR	914.372	992.645	1008.74	931.962	1034.37	961.403	910.281	1284.17	1022.13	1052.73	1030.69
sp|O95674|CDS2_HUMAN	CDS2	CDS2_HUMAN Phosphatidate cytidylyltransferase 2	2117	20	C	UR	2579.82	4816.1	2623.09	2556.51	8534.31	1538.64	1657.5	3379.26	3063.48	4412.47	3932.83
sp|Q92903|CDS1_HUMAN	CDS1	CDS1_HUMAN Phosphatidate cytidylyltransferase 1	2117	24	C	UR	4709.24	5463.87	3615.19	4736.4	5886.34	945.085	2146.09	473.743	1335.24	3012.95	2580
sp|Q9H0R5|GBP3_HUMAN	GBP3	GBP3_HUMAN Guanylate-binding protein 3	2118	15	C	UR	840.606	604.7	556.456	691.317	2743.68	2677.75	11045.8	2973.18	1482.57	2778.01	4012.71
sp|P32455|GBP1_HUMAN	GBP1	GBP1_HUMAN Interferon-induced guanylate-binding protein 1	2118	41	C	UR	2854.57	1884.33	1693.31	1858.03	6146.52	5695.5	24587.7	6931.09	3419.93	7704.5	9877.76
sp|Q96PP8|GBP5_HUMAN	GBP5	GBP5_HUMAN Guanylate-binding protein 5	2118	6	C	UR	70.021	69.1399	67.9708	70.3187	318.238	246.906	8234.14	88.1308	1011.87	107.217	128.785
sp|P32456|GBP2_HUMAN	GBP2	GBP2_HUMAN Interferon-induced guanylate-binding protein 2	2118	40	C	UR	15935.4	7069.96	6419.01	8749.25	20112.4	3484	15552.7	2408.29	1967.8	3930.78	4726.12
sp|Q9NQC3|RTN4_HUMAN	RTN4	RTN4_HUMAN Reticulon-4	2119	222	C	UR	26469.9	33756.9	44875.9	17668.4	27343.1	28086.8	23294.8	23794.7	32497.4	37682.2	34836.3
sp|Q9NQC3-2|RTN4_HUMAN	RTN4	RTN4_HUMAN Isoform 2 of Reticulon-4	2119	8	C	UR	1484.48	1557.11	2015.99	974.427	1381.76	1391.28	1333.01	1057.53	1518.26	1907.81	1739.14
sp|P13056|NR2C1_HUMAN	NR2C1	NR2C1_HUMAN Nuclear receptor subfamily 2 group C member 1	2120	8	C	UR	543.202	1041.52	674.693	886.64	736.668	2221.91	1545.31	1444.31	1969.71	1138.9	1186.9
sp|Q14684|RRP1B_HUMAN	RRP1B	RRP1B_HUMAN Ribosomal RNA processing protein 1 homolog B	2121	92	C	UR	18422.4	10725.5	10827.7	9005.48	9197.3	17619.7	25409.8	20936.4	22161.4	21092.8	20686.4
sp|Q5MIZ7|P4R3B_HUMAN	SMEK2	P4R3B_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3B	2122	53	C	UR	5836.11	7032.21	11109.9	7664.84	7572	14628.9	8570.06	6933.06	8088.41	8625.42	8244.54
sp|Q6IN85|P4R3A_HUMAN	SMEK1	P4R3A_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3A	2122	68	C	UR	13278.1	12339.4	9695.79	13899.9	12388.5	15873.9	15015.7	9602.23	10553.3	14829.4	12766.3
sp|Q8WVK7|SKA2_HUMAN	SKA2	SKA2_HUMAN Spindle and kinetochore-associated protein 2	2123	3	C	UR	96.1468	145.838	110.261	285.223	131.872	420.756	297.518	535.306	734.211	359.189	354.334
sp|P34932|HSP74_HUMAN	HSPA4	HSP74_HUMAN Heat shock 70 kDa protein 4	2124	461	C	UR	47919.2	101959	77109.1	83403.1	124850	54494.2	120209	80853.6	66244.7	58021.2	54333.8
sp|O95757|HS74L_HUMAN	HSPA4L	HS74L_HUMAN Heat shock 70 kDa protein 4L	2124	161	C	UR	21159.7	22145.9	7434.87	23198.5	14734.4	21556.6	24952.2	78557.4	15446.7	31280.4	26710.6
sp|Q92598|HS105_HUMAN	HSPH1	HS105_HUMAN Heat shock protein 105 kDa	2124	349	C	UR	26470	36159.2	52704.1	74668.6	55845	57734.4	54964.3	99509	63943.4	75583.6	65553
sp|Q9NR28|DBLOH_HUMAN	DIABLO	DBLOH_HUMAN Diablo homolog, mitochondrial	2125	60	C	UR	7605.75	10551.4	7460.34	6466.56	6927.64	3485.93	5446.53	4972.94	4804.38	5843.93	5051.28
sp|P13798|ACPH_HUMAN	APEH	ACPH_HUMAN Acylamino-acid-releasing enzyme	2126	146	C	UR	24799.8	23657.5	33102.5	35375.5	34407.3	12902.4	25045.6	20385.4	16654.9	15627.3	16784.5
sp|Q13126|MTAP_HUMAN	MTAP	MTAP_HUMAN S-methyl-5'-thioadenosine phosphorylase	2127	81	C	UR	8018.25	12129.5	11773.2	12746.6	11403.7	11682.8	29910.3	18653.5	11806	6189.14	5820.66
sp|Q99442|SEC62_HUMAN	SEC62	SEC62_HUMAN Translocation protein SEC62	2128	38	C	UR	18324.1	5017.56	3153.96	7137.04	9606.64	5091.59	8793.03	3944.63	7067.71	6839.84	7661.3
sp|Q9NWS0|PIHD1_HUMAN	PIH1D1	PIHD1_HUMAN PIH1 domain-containing protein 1	2129	34	C	UR	2778.35	4612.37	4320.56	5022.69	4355.57	6008.5	8498.04	5421.71	6079.72	4525.58	5118.24
sp|Q9UKL3|C8AP2_HUMAN	CASP8AP2	C8AP2_HUMAN CASP8-associated protein 2	2130	7	C	UR	360.563	846.675	727.549	768.675	831.908	696.676	637.837	1586.32	968.501	967.653	1190.6
sp|O43719|HTSF1_HUMAN	HTATSF1	HTSF1_HUMAN HIV Tat-specific factor 1	2131	136	C	UR	38718.8	16781.7	30399.1	23270.4	23303.1	24185.7	22650.6	16254.1	12936.1	16296.7	18812.2
sp|Q9BQK8-2|LPIN3_HUMAN	LPIN3	LPIN3_HUMAN Isoform 2 of Phosphatidate phosphatase LPIN3	2132	14	C	UR	784.427	3925.09	827.513	4408.41	1123.76	1846.98	1697.9	1650.19	2007.8	2307.92	2349.21
sp|Q14693-2|LPIN1_HUMAN	LPIN1	LPIN1_HUMAN Isoform 2 of Phosphatidate phosphatase LPIN1	2132	26	C	UR	3436.95	2090.78	2489.08	2598.55	2618.77	2913.42	3495.5	2123.95	2427.66	3017.85	2695
sp|Q92539|LPIN2_HUMAN	LPIN2	LPIN2_HUMAN Phosphatidate phosphatase LPIN2	2132	18	C	UR	1662.29	2950.8	6101.84	4974.87	2040.48	3824.62	2539.66	2490.87	2875.86	2397.76	2700.33
sp|Q9H6Y2|WDR55_HUMAN	WDR55	WDR55_HUMAN WD repeat-containing protein 55	2133	26	C	UR	5357.89	2583.69	2142.28	2115.16	1805.26	7422.24	3758.26	2943.54	2476.52	5181.27	5369.65
